"model","dataset","image_id","f1","f2","tvs","structural_utility"
"GAVE","STARE","im0162","0.689544470657","0.820493824302","0","0.793751417655"
"SA-UNetv2","STARE","im0162","0.811056529071","0.871105931269","0","0.894460304133"
"DCP-1024","STARE","im0163","0.839175753207","0.847423180757","0.805","0.904293980597"
"FR-UNet","STARE","im0163","0.781999453308","0.810016571095","0.7046875","0.856081359812"
"FSG-Net","STARE","im0163","0.852411548962","0.905000029278","0.9253125","0.894080110839"
"GAVE","STARE","im0163","0.737919611044","0.849810616457","0.9496875","0.795618881241"
"SA-UNetv2","STARE","im0163","0.830665773683","0.886352499183","0.93625","0.899366311591"
"DCP-1024","STARE","im0235","0.834453585949","0.818632085607","0.68093260939","0.881509002069"
"FR-UNet","STARE","im0235","0.800289454301","0.812798572104","0.647077610987","0.854968348447"
"FSG-Net","STARE","im0235","0.868269426882","0.88897995834","0.842222931971","0.903648934847"
"GAVE","STARE","im0235","0.795344258498","0.860800810236","0.729479399553","0.827548035169"
"SA-UNetv2","STARE","im0235","0.846917338634","0.873901846352","0.847971893964","0.883084013622"
"DCP-1024","STARE","im0236","0.843292732772","0.820997676121","0.621308858739","0.884707426322"
"FR-UNet","STARE","im0236","0.812227973937","0.818157291245","0.570231444533","0.849523986886"
"FSG-Net","STARE","im0236","0.868105024875","0.878015843039","0.761771747805","0.900512530387"
"GAVE","STARE","im0236","0.792668773341","0.85329407981","0.637270550678","0.813332660061"
"SA-UNetv2","STARE","im0236","0.857921780972","0.876939751486","0.790502793296","0.886195286975"
"DCP-1024","STARE","im0239","0.818177957103","0.801117838845","0.560121252947","0.863422659827"
"FR-UNet","STARE","im0239","0.779841433988","0.775880990792","0.472212866285","0.826364184162"
"FSG-Net","STARE","im0239","0.859318406322","0.857525424286","0.732569888851","0.89547981658"
"GAVE","STARE","im0239","0.736889473502","0.813015582035","0.748400134725","0.782202701609"
"SA-UNetv2","STARE","im0239","0.801435496131","0.84642353288","0.777366116538","0.855867725159"
"DCP-1024","STARE","im0240","0.809651340948","0.773756237858","0.740316901408","0.898387531027"
"FR-UNet","STARE","im0240","0.801567997733","0.791519566464","0.698943661972","0.883180490031"
"FSG-Net","STARE","im0240","0.846431146359","0.843535459826","0.826584507042","0.904794271658"
"GAVE","STARE","im0240","0.770713699754","0.826846322756","0.817781690141","0.797844295445"
"SA-UNetv2","STARE","im0240","0.798282326271","0.826752633409","0.844190140845","0.849627556062"
"DCP-1024","STARE","im0255","0.829015251896","0.796258888389","0","0.89620903893"
"FR-UNet","STARE","im0255","0.790658641805","0.793511675405","0","0.866627621683"
"FSG-Net","STARE","im0255","0.850081448447","0.843915526264","0","0.894426858299"
"GAVE","STARE","im0255","0.74459144975","0.83658152766","0","0.801835627515"
"SA-UNetv2","STARE","im0255","0.843770751392","0.860262372602","0","0.896828569812"
"DCP-1024","STARE","im0291","0.818190776508","0.791923392404","0","0.882014868702"
"FR-UNet","STARE","im0291","0.776266132414","0.777243888785","0","0.845137907787"
"FSG-Net","STARE","im0291","0.826475411842","0.803086378643","0","0.865963945821"
"GAVE","STARE","im0291","0.726153731036","0.824434419893","0","0.789864275188"
"SA-UNetv2","STARE","im0291","0.836009499118","0.870879594745","0","0.891411403847"
"DCP-1024","STARE","im0319","0.74874920927","0.727268664887","0.565455791638","0.822959457776"
"FR-UNet","STARE","im0319","0.670791686498","0.612753623188","0.313913639479","0.719517892674"
"FSG-Net","STARE","im0319","0.798936086166","0.818106312292","0.800548320768","0.861195910401"
"GAVE","STARE","im0319","0.663669197317","0.707594618383","0.611377655929","0.705566561119"
"SA-UNetv2","STARE","im0319","0.732876712329","0.814431420308","0.839616175463","0.787752999267"
"DCP-1024","STARE","im0324","0.775442858956","0.764063571919","0.605812897366","0.825457606264"
"FR-UNet","STARE","im0324","0.621750108045","0.530773771612","0.336058128974","0.698267665749"
"FSG-Net","STARE","im0324","0.7939291165","0.814209094767","0.848319709355","0.850186349619"
"GAVE","STARE","im0324","0.681264946283","0.677723570308","0.739327883742","0.75294547436"
"SA-UNetv2","STARE","im0324","0.749385710932","0.805129205397","0.851952770209","0.793851227063"
